RTI_ID,Filing_Date,Year,Month,Month_Name,Quarter,Department,Category,Applicant_Type,State,Mode_of_Filing,PIO_Assigned,Response_Date,Response_Time_Days,Response_Status,Disposal_Type,Rejection_Reason,First_Appeal_Filed,First_Appeal_Date,First_Appeal_Outcome,Second_Appeal_CIC,Second_Appeal_Outcome,Is_Repeat_Filer,Compliant_Response,Breach_Days,Filing_YearMonth,Financial_Year,Escalated_to_CIC,Proactive_Disclosure_Candidate
HPCL-RTI-00392,2014-03-12,2014,3,March,Q1,HR & Personnel,Employee Records & Service Matters,Lawyer / Legal Entity,Kerala,Offline (In-Person),PIO-011,2014-04-08,27,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-03,FY 2013-14,No,Yes
HPCL-RTI-00393,2014-12-27,2014,12,December,Q4,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,Maharashtra,Offline (In-Person),PIO-013,2015-01-07,11,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00394,2014-07-23,2014,7,July,Q3,LPG Division (Indane),LPG Connection & Cylinder Allocation,Journalist / Media,Andhra Pradesh,Offline (In-Person),PIO-003,2014-08-25,33,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2014-07,FY 2014-15,No,No
HPCL-RTI-00395,2014-09-13,2014,9,September,Q3,Retail Marketing,Policy & Service Rules,Individual Citizen,Tamil Nadu,By Post,PIO-009,2014-10-11,28,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00396,2014-04-27,2014,4,April,Q2,LPG Division (Indane),Policy & Service Rules,Business Entity,Telangana,Offline (In-Person),PIO-001,2014-05-13,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-04,FY 2014-15,No,No
HPCL-RTI-00397,2014-01-10,2014,1,January,Q1,LPG Division (Indane),LPG Distributorship Allotment,Lawyer / Legal Entity,Others,By Post,PIO-013,2014-01-16,6,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,Yes
HPCL-RTI-00398,2014-07-25,2014,7,July,Q3,LPG Division (Indane),Dealer/Distributor Grievances,Business Entity,Telangana,Offline (In-Person),PIO-010,2014-08-24,30,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,Yes,2014-09-27,Rejected,No,Not Applicable,No,Yes,0,2014-07,FY 2014-15,No,No
HPCL-RTI-00399,2014-03-11,2014,3,March,Q1,Finance & Accounts,Audit Reports & Observations,Individual Citizen,Maharashtra,By Post,PIO-004,2014-03-31,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-03,FY 2013-14,No,No
HPCL-RTI-00400,2014-04-18,2014,4,April,Q2,Vigilance,Complaint Status & Outcome,Individual Citizen,Gujarat,Offline (In-Person),PIO-003,2014-06-01,44,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,14,2014-04,FY 2014-15,No,No
HPCL-RTI-00401,2014-07-07,2014,7,July,Q3,LPG Division (Indane),LPG Connection & Cylinder Allocation,NGO / Civil Society,Maharashtra,Online (RTI Online Portal),PIO-004,2014-07-14,7,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-07,FY 2014-15,No,No
HPCL-RTI-00402,2014-01-31,2014,1,January,Q1,Procurement & Materials,Tender & Contract Details,Lawyer / Legal Entity,Delhi,Online (RTI Online Portal),PIO-008,2014-02-17,17,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,Yes
HPCL-RTI-00403,2014-11-19,2014,11,November,Q4,Vizag Refinery,Employee Records & Service Matters,Individual Citizen,West Bengal,Offline (In-Person),PIO-007,2014-12-13,24,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-11,FY 2014-15,No,Yes
HPCL-RTI-00404,2014-10-16,2014,10,October,Q4,Vigilance,Vigilance & Investigation Matters,Individual Citizen,Telangana,By Post,PIO-003,2014-11-15,30,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00405,2014-04-01,2014,4,April,Q2,HR & Personnel,Recruitment & Selection,Individual Citizen,Maharashtra,Offline (In-Person),PIO-005,2014-04-20,19,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-04,FY 2014-15,No,Yes
HPCL-RTI-00406,2014-12-11,2014,12,December,Q4,Finance & Accounts,Salary & Pay Details,Individual Citizen,Telangana,By Post,PIO-006,2015-01-06,26,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2015-01-24,Rejected,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00407,2014-09-26,2014,9,September,Q3,LPG Division (Indane),LPG Subsidy & Pricing,NGO / Civil Society,Maharashtra,By Post,PIO-012,2014-10-07,11,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00408,2014-07-29,2014,7,July,Q3,Vizag Refinery,Tender & Contract Details,Individual Citizen,Andhra Pradesh,Offline (In-Person),PIO-005,2014-08-21,23,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-07,FY 2014-15,No,Yes
HPCL-RTI-00409,2014-09-02,2014,9,September,Q3,LPG Division (Indane),Dealer/Distributor Grievances,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-006,2014-09-22,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00410,2014-10-12,2014,10,October,Q4,HR & Personnel,Employee Records & Service Matters,Individual Citizen,Tamil Nadu,Offline (In-Person),PIO-010,2014-11-09,28,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-10,FY 2014-15,No,Yes
HPCL-RTI-00411,2014-10-12,2014,10,October,Q4,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Rajasthan,By Post,PIO-007,2014-11-06,25,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00412,2014-11-21,2014,11,November,Q4,Mumbai Refinery,Incident/Accident Reports,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-002,2014-12-05,14,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00413,2014-09-23,2014,9,September,Q3,LPG Division (Indane),LPG Subsidy & Pricing,Individual Citizen,Telangana,By Post,PIO-006,2014-10-01,8,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00414,2014-11-05,2014,11,November,Q4,Projects & Pipelines,Land Acquisition & Compensation,Business Entity,Tamil Nadu,Online (RTI Online Portal),PIO-003,2014-12-13,38,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,8,2014-11,FY 2014-15,No,No
HPCL-RTI-00415,2014-06-02,2014,6,June,Q2,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,Assam,Online (RTI Online Portal),PIO-010,2014-06-28,26,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00416,2014-04-08,2014,4,April,Q2,Projects & Pipelines,Expenditure Details,Journalist / Media,Maharashtra,By Post,PIO-001,2014-04-26,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-04,FY 2014-15,No,No
HPCL-RTI-00417,2014-11-15,2014,11,November,Q4,Legal & Secretarial,Shareholder Information,Business Entity,Delhi,Online (RTI Online Portal),PIO-012,2014-12-22,37,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,7,2014-11,FY 2014-15,No,No
HPCL-RTI-00418,2014-10-29,2014,10,October,Q4,Retail Marketing,Policy & Service Rules,Journalist / Media,Delhi,By Post,PIO-008,2014-11-18,20,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00419,2014-05-09,2014,5,May,Q2,HR & Personnel,Employee Records & Service Matters,Individual Citizen,Punjab,By Post,PIO-006,2014-06-12,34,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,4,2014-05,FY 2014-15,No,Yes
HPCL-RTI-00420,2014-06-25,2014,6,June,Q2,Finance & Accounts,Financial Statements & Budgets,Lawyer / Legal Entity,West Bengal,Offline (In-Person),PIO-013,2014-07-16,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00421,2014-07-13,2014,7,July,Q3,LPG Division (Indane),LPG Subsidy & Pricing,Lawyer / Legal Entity,Gujarat,Online (RTI Online Portal),PIO-011,2014-08-17,35,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,5,2014-07,FY 2014-15,No,No
HPCL-RTI-00422,2014-10-22,2014,10,October,Q4,LPG Division (Indane),Policy & Service Rules,Lawyer / Legal Entity,Telangana,By Post,PIO-003,2014-11-24,33,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2014-10,FY 2014-15,No,No
HPCL-RTI-00423,2014-06-23,2014,6,June,Q2,Procurement & Materials,Vendor Empanelment,Individual Citizen,Maharashtra,By Post,PIO-001,2014-07-13,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00424,2014-09-24,2014,9,September,Q3,HR & Personnel,Employee Records & Service Matters,Individual Citizen,Delhi,Offline (In-Person),PIO-005,2014-10-26,32,Responded – Delayed (31–60 days),Rejected,Section 8(1)(d) – Commercial Confidence / IP,Yes,2014-12-19,Rejected,No,Not Applicable,No,No,2,2014-09,FY 2014-15,No,Yes
HPCL-RTI-00425,2014-12-02,2014,12,December,Q4,LPG Division (Indane),LPG Subsidy & Pricing,Individual Citizen,Delhi,Online (RTI Online Portal),PIO-005,2014-12-26,24,Responded On-Time,Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,Yes,2015-02-19,Partially Upheld,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00426,2014-06-24,2014,6,June,Q2,Information Technology,IT Policy & Infrastructure,Individual Citizen,West Bengal,Offline (In-Person),PIO-004,2014-07-21,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00427,2014-04-21,2014,4,April,Q2,Projects & Pipelines,Environmental Compliance,Individual Citizen,Gujarat,Offline (In-Person),PIO-004,2014-05-07,16,Responded On-Time,Information Provided,Not Applicable,Yes,2014-06-28,Partially Upheld,No,Not Applicable,Yes,Yes,0,2014-04,FY 2014-15,No,No
HPCL-RTI-00428,2014-08-11,2014,8,August,Q3,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Telangana,Online (RTI Online Portal),PIO-001,2014-09-09,29,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-08,FY 2014-15,No,No
HPCL-RTI-00429,2014-02-25,2014,2,February,Q1,HR & Personnel,Recruitment & Selection,Individual Citizen,Tamil Nadu,Offline (In-Person),PIO-013,2014-03-30,33,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,Yes,2014-05-20,Upheld,No,Not Applicable,No,No,3,2014-02,FY 2013-14,No,Yes
HPCL-RTI-00430,2014-02-16,2014,2,February,Q1,LPG Division (Indane),Policy & Service Rules,Lawyer / Legal Entity,Rajasthan,By Post,PIO-008,2014-02-22,6,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2014-03-12,Partially Upheld,No,Not Applicable,Yes,Yes,0,2014-02,FY 2013-14,No,No
HPCL-RTI-00431,2015-09-18,2015,9,September,Q3,LPG Division (Indane),LPG Subsidy & Pricing,Individual Citizen,Maharashtra,Offline (In-Person),PIO-012,2015-09-28,10,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-09,FY 2015-16,No,No
HPCL-RTI-00432,2015-11-06,2015,11,November,Q4,HR & Personnel,Recruitment & Selection,Individual Citizen,Punjab,Offline (In-Person),PIO-008,2015-11-11,5,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-11,FY 2015-16,No,Yes
HPCL-RTI-00433,2015-03-01,2015,3,March,Q1,Procurement & Materials,Expenditure Details,Lawyer / Legal Entity,Gujarat,By Post,PIO-011,2015-03-21,20,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-03,FY 2014-15,No,No
HPCL-RTI-00434,2015-09-25,2015,9,September,Q3,Retail Marketing,Policy & Service Rules,Individual Citizen,Telangana,Offline (In-Person),PIO-002,2015-10-20,25,Responded On-Time,Partially Provided,Not Applicable,Yes,2015-11-07,Upheld,No,Not Applicable,Yes,Yes,0,2015-09,FY 2015-16,No,No
HPCL-RTI-00435,2015-02-07,2015,2,February,Q1,HR & Personnel,Salary & Pay Details,Journalist / Media,Andhra Pradesh,Offline (In-Person),PIO-010,2015-03-15,36,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,6,2015-02,FY 2014-15,No,No
HPCL-RTI-00436,2015-08-03,2015,8,August,Q3,HR & Personnel,Recruitment & Selection,Journalist / Media,Kerala,By Post,PIO-008,2015-08-27,24,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-08,FY 2015-16,No,Yes
HPCL-RTI-00437,2015-05-12,2015,5,May,Q2,Mumbai Refinery,Refinery Operations & Output,Lawyer / Legal Entity,Gujarat,Online (RTI Online Portal),PIO-002,2015-06-21,40,Responded – Delayed (31–60 days),Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2015-08-03,Upheld,No,Not Applicable,No,No,10,2015-05,FY 2015-16,No,No
HPCL-RTI-00438,2015-07-07,2015,7,July,Q3,HR & Personnel,Policy & Service Rules,Individual Citizen,Uttar Pradesh,Online (RTI Online Portal),PIO-012,2015-07-18,11,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-07,FY 2015-16,No,No
HPCL-RTI-00439,2015-08-22,2015,8,August,Q3,Finance & Accounts,Salary & Pay Details,NGO / Civil Society,Maharashtra,Online (RTI Online Portal),PIO-007,2015-08-29,7,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-08,FY 2015-16,No,No
HPCL-RTI-00440,2015-08-30,2015,8,August,Q3,Finance & Accounts,Audit Reports & Observations,Individual Citizen,Assam,By Post,PIO-007,2015-09-19,20,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-08,FY 2015-16,No,No
HPCL-RTI-00441,2015-07-07,2015,7,July,Q3,Finance & Accounts,Policy & Service Rules,Business Entity,Gujarat,By Post,PIO-008,2015-07-31,24,Responded On-Time,Transferred to Concerned Department,Not Applicable,Yes,2015-08-12,Rejected,No,Not Applicable,No,Yes,0,2015-07,FY 2015-16,No,No
HPCL-RTI-00442,2015-12-10,2015,12,December,Q4,HR & Personnel,Recruitment & Selection,Individual Citizen,Andhra Pradesh,By Post,PIO-012,2016-01-02,23,Responded On-Time,Rejected,Section 8(1)(a) – National Security & Sovereignty,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-12,FY 2015-16,No,Yes
HPCL-RTI-00443,2015-08-04,2015,8,August,Q3,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Gujarat,By Post,PIO-004,2015-08-09,5,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2015-08,FY 2015-16,No,No
HPCL-RTI-00444,2015-05-30,2015,5,May,Q2,LPG Division (Indane),LPG Distributorship Allotment,Lawyer / Legal Entity,West Bengal,Online (RTI Online Portal),PIO-012,2015-06-18,19,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2015-05,FY 2015-16,No,Yes
HPCL-RTI-00445,2015-09-02,2015,9,September,Q3,Projects & Pipelines,Environmental Compliance,Individual Citizen,West Bengal,By Post,PIO-006,2015-09-14,12,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-09,FY 2015-16,No,No
HPCL-RTI-00446,2015-11-28,2015,11,November,Q4,Mumbai Refinery,Tender & Contract Details,Business Entity,Uttar Pradesh,Offline (In-Person),PIO-001,2015-12-29,31,Responded – Delayed (31–60 days),Information Provided,Not Applicable,Yes,2016-02-11,Rejected,No,Not Applicable,No,No,1,2015-11,FY 2015-16,No,Yes
HPCL-RTI-00447,2015-02-22,2015,2,February,Q1,Projects & Pipelines,Expenditure Details,Business Entity,Rajasthan,Offline (In-Person),PIO-002,2015-03-23,29,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-02,FY 2014-15,No,No
HPCL-RTI-00448,2015-02-03,2015,2,February,Q1,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Gujarat,Offline (In-Person),PIO-007,2015-02-16,13,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2015-04-02,Upheld,No,Not Applicable,No,Yes,0,2015-02,FY 2014-15,No,No
HPCL-RTI-00449,2015-08-18,2015,8,August,Q3,Procurement & Materials,Vendor Empanelment,Individual Citizen,Gujarat,Offline (In-Person),PIO-011,2015-09-05,18,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-08,FY 2015-16,No,No
HPCL-RTI-00450,2015-05-12,2015,5,May,Q2,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-006,2015-05-26,14,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-05,FY 2015-16,No,No
HPCL-RTI-00451,2015-02-02,2015,2,February,Q1,"Health, Safety & Environment",Incident/Accident Reports,Individual Citizen,Andhra Pradesh,By Post,PIO-002,2015-02-22,20,Responded On-Time,Information Provided,Not Applicable,Yes,2015-04-12,Rejected,No,Not Applicable,No,Yes,0,2015-02,FY 2014-15,No,No
HPCL-RTI-00452,2015-01-23,2015,1,January,Q1,Mumbai Refinery,Incident/Accident Reports,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-009,2015-02-25,33,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2015-01,FY 2014-15,No,No
HPCL-RTI-00453,2015-07-20,2015,7,July,Q3,Projects & Pipelines,Tender & Contract Details,Journalist / Media,Uttar Pradesh,Offline (In-Person),PIO-011,2015-08-04,15,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2015-07,FY 2015-16,No,Yes
HPCL-RTI-00454,2015-03-23,2015,3,March,Q1,Procurement & Materials,Tender & Contract Details,Individual Citizen,Bihar,Online (RTI Online Portal),PIO-011,2015-04-19,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-03,FY 2014-15,No,Yes
HPCL-RTI-00455,2015-11-01,2015,11,November,Q4,LPG Division (Indane),LPG Subsidy & Pricing,Individual Citizen,Andhra Pradesh,By Post,PIO-002,2015-11-16,15,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-11,FY 2015-16,No,No
HPCL-RTI-00456,2015-01-07,2015,1,January,Q1,Retail Marketing,Fuel Pricing & Policy,Individual Citizen,Tamil Nadu,Online (RTI Online Portal),PIO-009,2015-01-20,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-01,FY 2014-15,No,No
HPCL-RTI-00457,2015-01-22,2015,1,January,Q1,Finance & Accounts,Audit Reports & Observations,Individual Citizen,Jharkhand,Offline (In-Person),PIO-013,2015-02-11,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-01,FY 2014-15,No,No
HPCL-RTI-00458,2015-12-01,2015,12,December,Q4,Vigilance,Complaint Status & Outcome,Individual Citizen,Andhra Pradesh,Offline (In-Person),PIO-003,2015-12-19,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-12,FY 2015-16,No,No
HPCL-RTI-00459,2015-08-21,2015,8,August,Q3,Projects & Pipelines,Expenditure Details,Individual Citizen,Maharashtra,By Post,PIO-010,2015-09-10,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-08,FY 2015-16,No,No
HPCL-RTI-00460,2015-02-18,2015,2,February,Q1,Projects & Pipelines,Tender & Contract Details,NGO / Civil Society,Andhra Pradesh,By Post,PIO-009,2015-03-03,13,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2015-02,FY 2014-15,No,Yes
